电影名字,播放数量,弹幕数量,追剧数量,投币数量,点赞数量,标签,分数,打分人数,影片时长(分钟),长评数量,短评数量,简介,,,,,,,,,,,,,
大刀王五,80000,875,1344,104,2851,动作冒险,暂无评分,评分人数不足,94,0,7,简介：大刀王五（陈观泰 饰）本为北京城内豪杰，经营镖局为生，侠名远播。贩夫走卒、陌路好汉，遇事喊一声五爷，则王五必出面维护。湖北巡抚之子谭嗣同（岳华 饰）入京参议新政，慕王五侠义之名，有心结识。是日王五相会情人金菊花（贝蒂 饰）时遭仇人拦截，谭嗣同仗义助拳，二人相谈甚欢，结为豪气干云的异姓兄弟。未几西太后废止变法，打压新党。谭嗣同托付王五护送康梁二人出奔，自己却选择以身殉新法。王五与谭妹（李丽丽 饰）苦劝无果，遂决定于行刑时劫法场救人，王五召集各地武林好汉入京，同时在衙门内安插奥援，无奈最终被叛徒出卖，成就了...,,,,,,,,,,,,,
日劫,53000,724,983,47,254,动作恐怖,暂无评分,评分人数不足,84,0,3,简介：大罗仙界的元婴聚集太阳之光，修炼五百年，终成正果，为阻止黑蛇精在人间作恶，也降监人世。 阴险狠毒的摄政王为独揽大权，派人杀害美丽善良的公主，被元婴打得四处逃串，他请来化为人形的黑蛇精，与元婴展开一场恶战，两人功力相当，打得天翻地幅，胜负难分，不幸的是，日蚀...,,,,,,,,,,,,,
Fate/kaleid liner 魔法少女☆伊莉雅 Prisma☆Phantasm,5568000,69000,2269000,30000,30000,漫画改校园魔法搞笑,9.6,6965,已完结, 全1话,9,2051,简介：Fate/kaleid liner系列的角色穿越平行世界的大集合，原作监修的完全原创剧情，描绘少女们的另一个故事。,,,,,,,,,,,,
五毒天罗,41000,736,886,43,176,剧情动作奇幻,暂无评分,评分人数不足,87,1,3,简介：「五毒天罗」是武林至毒之物，失踪多年后重现武林。武当派门下弟子飞英雄（岳华）和飞英杰（王锺）兄弟下山查究，英雄途中遇五毒教教主之女素素（井莉），暗生情愫。素素为保五毒天罗误伤英杰。武林大会中，英杰认出残害自已的凶手，竟是兄长心爱的女人，英雄晴天霹雳，不知所措……,,,,,,,,,,,,,
乾隆皇与三姑娘,134000,1954,2613,190,3221,喜剧动作历史,暂无评分,评分人数不足,100,0,12,简介：乾隆皇（刘永）爱慕苏州名妓三姑娘（潘冰嫦），为了朝夕幽会，竟然在青楼挖了一条地下通道直达紫禁城。青楼内外，乾隆神出鬼没，吓破臣下的胆子。又乾隆在民间行侠仗义，在赌坊，大破赌局……此片揉合千术与少林功夫共冶一炉，将其「英雄化」，通俗热闹。大导演李翰祥揉合野史，正史与个人考据之创作，顺手拈来，皆可风趣解颐。民间传说之美食「金镶白玉牌，红嘴绿鹦哥」的由来，叫你忍唆不禁。,,,,,,,,,,,,,
豪侠传,30000,189,660,17,131,剧情动作冒险,暂无评分,评分人数不足,81,0,3,简介：本片为程刚于1969年导演的卖座武侠片，由娃娃影后李菁领衔主演。故事描述，平西王曹国威因与金龙山强盗结仇，女儿曹翠娥被掳走；曹非常焦急，请剑侠岳震北帮忙，岳估计一人之力不够，遂邀友之妹、百步穿杨的神箭手马金铃一同去金龙山破盗寨；他们又去找深通水性的渔夫李小七；李又推荐力大如牛的樵夫牛迈；四人步步小心，途上又遇暗中相助的神偷梁上飞…,,,,,,,,,,,,,
龙虎少爷,30000,237,650,32,135,喜剧动作,暂无评分,评分人数不足,105,0,2,简介：执到宝（傅声）为武功了得的寻宝专家，因闻招九积（张展鹏）自称有张保仔宝藏之线索，乃往赌场将其救出；招云古董商人鲁古董（刘家荣）藏有张生前一批信札，执、招夜窃不遂，以敲碎古玩要胁，取得信札；惟信札字迹陈旧，仅认清法华寺字样；彼时适逢高僧无相（刘家辉）下山，执遂假扮疯僧约无相谈禅，招则暗闯其房搜寻秘密……,,,,,,,,,,,,,
致命追逐,78000,1022,1995,228,1953,探险自然,暂无评分,评分人数不足,已完结，共1集,0,5,简介：盖伊·格里夫，现代社会以打猎、采集为生的人。他返回非洲亲眼见证布希曼人和他们的“致命追逐”。在非洲卡拉哈里沙漠这个大熔炉里，一个猎人独自一人奔跑着追逐动物，直到其中一个先死去。,,,,,,,,,,,,,
花团锦簇,14000,70,460,16,51,喜剧歌舞,暂无评分,评分人数不足,105,0,0,简介：聪明自负的时装设计师史马哥向美丽庄重的妇科诊所女医生叶德梅征求对自己所设计时装的意见，叶德梅心不在焉，批评史马哥的设计不佳，史马哥对叶德梅耿耿于怀。叶德梅准备出席宴会，她和好友傅立夫到史马哥的时装公司订制礼服，史马哥借机抱复叶德梅，设计了件小丑装，让叶德梅出尽洋相，叶 德梅十分气恼。史马哥登门向叶德梅道歉，两人尽释前嫌，坠入爱河，后结为夫妻。新婚之日，双方各有急事，闹得很不愉快。叶德梅的前男友傅立夫和史马哥的好友许裘丽前来祝贺，晚上均在家中借宿，叶德梅、史马哥两人因此醋意大发，更是互相指责，几乎要闹到...,,,,,,,,,,,,,
边城三侠,30000,316,702,20,122,剧情,暂无评分,评分人数不足,103,0,3,简介：明末清初的动荡时期，丰润县马蹄庄庄主高保良把不顾百姓死活一心敛财的知县魏怀远的女儿魏文贞绑至磨坊，想借此让魏怀远免收村民钱粮。因不敌入侵的清兵而阵亡的边关元帅卢象升的侄儿卢方（王羽）因突围一事途经马蹄庄，见此情形决意插手。魏怀远承诺豁免钱粮，暗中却捉到高保良的女儿以作人质。经过一番波折，卢方联合到不愿受魏怀远指使的武侠义士燕子清（罗烈）、黄梁（郑雷），三人一起在马蹄庄与魏怀远派来的士兵展开对垒，却中计被捕入狱。知晓父亲的所作所为后，魏文贞大义灭亲将义士救出，一场恶战随即爆发。,,,,,,,,,,,,,
至尊一剑,91000,1762,1921,77,480,动作,暂无评分,评分人数不足,95,0,9,简介：導演李百齡聯合邵氏編劇組，自創武俠新世界內容，以爭奪天下第一劍為主題，拍出男性對名劍之狂戀，更動用三名攝影師及五名武術指導，營造出動人心魄的場面。魔山派秦五新(白彪 飾)連敗九十九名劍手，終在最後一擊敗在劍神(王戎 飾)手上。五新殺死著名鑄劍師老鷹(谷峰 飾)奪取其寶劍，老鷹之子燕北(爾冬陞 飾)矢志為父報仇……,,,,,,,,,,,,,
弗兰肯斯坦,539000,4617,32000,1219,4366,恐怖科幻惊悚,8.8,230,70,1,59,简介：弗兰肯斯坦是一个天才科学家，他想像上帝一样创造生命，于是不顾学校教授的反对，离开了大学，和助手到山上的一座古堡里做人体实验。他从墓地等地方找来了各种人体残肢，还从学校实验室偷了一颗大脑，利用这些制造出一具人体。正是在这个暴风雨之夜，弗兰肯斯坦的人体实验完成了！然而几天后，这个由科学家创造出来的怪物开始不受控制......,,,,,,,,,,,,,
我背叛了希特勒,358000,389,9051,400,6096,历史人文,暂无评分,评分人数不足,已完结，共1集,0,17,简介：作为20世纪最伟大的间谍，德国人汉斯·蒂洛·施密特为法国源源不断地提供情报，不断传送和破译恩尼格玛机的秘密讯息，协助法国、波兰、英国等其他欧洲国家利用德军的秘密情报，对一系列军事行动进行预判和准点捕获，从而加速了二战取得胜利的进程。汉斯·蒂洛·施密特是如何担任起这一伟大职务的？而在整个过程里，又有哪些人参与到了其中？,,,,,,,,,,,,,
京都人的私房雅趣 Blue修业中,421000,4662,157000,939,3516,人文社会,9.7,126,已完结, 全4集,0,32,简介：我们的师傅篇,,,,,,,,,,,,
战斗机飞行员：真正的“壮志凌云”,3100000,9645,86000,5278,27000,军事,9.5,469,已完结, 全3集,0,94,简介：F35“闪电”是迄今为止英国最新、最先进的战斗机，即将列装英国皇家空军最具传奇色彩的“堤坝终结者”战斗机中队。这个造价90亿英镑的项目因为成本高昂一直备受非议，而且问题层出不穷。现在时间紧迫，“堤坝终结者”中队的新一代飞行员正加紧训练学习驾驶技术，准备奔赴前线。与此同时在英国最顶尖的飞行员学校，正在训练的战斗机飞行员展开激烈争夺，希望能在新的战斗机中队赢得一席之位，但最终谁能获选呢？,,,,,,,,,,,,
青年观世界,120000,176,8876,173,742,人文旅行,暂无评分,评分人数不足,连载中, 每周二 20:00更新,0,4,简介：灯火林立，川流不息，你用何种视角来看待世界，热情洋溢或冷眼旁观？我们想要在世界中赋予意义，却总是忘了自然的更替。青年观世界带领久居高楼的大学生一起出发，不仅有知己同行，发现旅途景色的美好，更在探索的路上找到自己！,,,,,,,,,,,,
男士穿搭指南,256000,1881,16000,1189,2845,历史人文,暂无评分,评分人数不足,已完结，共1集,0,15,简介：如今时尚早已不是女士的特权，越来越多的男士开始注意起自己的着装打扮。让我们走近设计师、运动员、模特以及普通人，倾听他们对男装时尚的意见。,,,,,,,,,,,,,
天女C大咖Action 第一季,386000,5203,59000,618,1168,搞笑青春励志都市,暂无评分,评分人数不足,已完结, 全11集,1,33,简介：本片主要讲述在每天都忙忙碌碌的大咖片场里，一心想转型的大龄童星蜜拉，如何突破自己，最终蜕变为舞力少女的偶像代言人的经历，以及围绕在蜜拉身边的朋友们——执行制片珍珍，演员绮丽，工读生大米，和个性各异的小演员们——小熠、阿肯、胜哥、春儿、小雨等人如何竭力帮助蜜拉，并在这一过程中互相鼓励，互相支持，为实现成为伟大演员和明日之星的梦想而不懈努力的故事。,,,,,,,,,,,,
绝代双骄,167000,2386,2627,160,575,动作,暂无评分,评分人数不足,106,0,14,简介：本片根据古龙名着改编，是楚原导演又一力作。天下第一剑客燕南天(王戎饰)手抱婴儿到恶人谷找江琴为义弟江枫报仇，怎知误入恶人圈套，不省人事。婴儿自小在恶人谷长大，取名小鱼儿(傅声饰)。小鱼儿从神医万春流口中得悉自己身世，出谷往找江琴报仇！途中邂逅铁心兰(文雪儿饰)，除得一纸藏宝图外，更屡被移花宫弟子花无缺(伍卫国饰)追杀。原来花与鱼根本是一对双生儿，移花宫主因不满他们父亲江枫移情，遂与改名江别鹤的江琴(唐菁饰)设局令兄弟相残！阴谋败露，花鱼联手，终将江及宫主刺毙。 这是一个关于宝藏和孪生兄弟被人利用相互廝杀的故事，...,,,,,,,,,,,,,
出笼马骝,28000,82,398,23,76,剧情动作,暂无评分,评分人数不足,89,0,3,简介：本片为着名导演兼武术指导程小东於演员时代的代表作。故事描述，程小东因误杀罪入狱，一死囚临终前交予他半爿铜牌，嘱他寻找另半爿铜牌，当会知其妙用。后程在狱中结识侯朝声，一同逃狱；逃亡期间二人得悉铜牌牵涉到一段江湖恩怨，且始知彼此身上均有半爿铜牌，一凑合即出现「长白之巅，猛虎之岭」八个字，另有山脉图绞，二人凭线索去到长白山猛虎岭找出「通臂拳」秘笈，遂苦练拳法以力敌追兵……,,,,,,,,,,,,,
南北狮王,28000,101,479,24,101,动作,暂无评分,评分人数不足,104,0,2,简介：以“反清复明”为口号的天地会被朝廷追捕，天地会恐被清廷一网打尽，遂将会员名册送往机密地点。天地会中人红娘子遇上刚直的捕快阿云，暗中利用他送出名册，期间遇上聪敏的阿寸，两人为生计不惜去踢馆，还参加舞狮比赛。及后红娘子被杀，阿云和阿寸从中觉醒，代红娘子执行任务，但两人却身负重伤，生命危在旦夕……,,,,,,,,,,,,,
老夫子,3571000,7699,30000,1781,17000,喜剧,3.6,754,86,1,183,简介：老夫子（王沙）一觉醒来，见已是日上三竿，急忙催醒仍熟睡的大蕃薯（矮冬瓜）。二人忙乱一番，便去做晨运。在树林旷地中，老夫子打出少林拳招式，挥拳踢腿之际，裤裆突然裂开，情状至为狼狈。幸而大蕃薯早就为他备有另一条裤子，让他换上，始未贻笑大方。时有一漂亮女郎在附近做柔软体操，一飞仔对之蠢蠢欲动。老夫子立即上前负起「护花」之责，但反被飞仔打得天旋地转。幸好该女郎功夫不凡，将飞仔击退。老夫子坐在公园长椅上休息，无意间坐于旁一位文弱书生，居然亮刀向他行劫。老夫子乃交出一张五百元大钞，书生接得钱即飞步离去。老夫子见...,,,,,,,,,,,,,
剑网3·侠肝义胆沈剑心 第二季,93372000,866000,3716000,414000,291000,游戏改搞笑战斗,9.6,37589,已完结, 全12话,142,11474,简介：拔出天道之剑的沈剑心信心满满，下山重回江湖。而此时的中原武林正面临着前所未有的危机。沈剑心因身负胎气原力和天道之剑，临危受命进入航海世界，卷入了层层阴谋之中。在沈剑心一行人的旅途中，意外接连不断地发生，神秘人物的身份也逐步揭晓……,,,,,,,,,,,,
大独裁者,5328000,64000,246000,47000,79000,剧情喜剧战争,9.9,5331,124,5,1258,简介：影片讲述第一次世界大战，托曼尼亚王国独裁者辛格尔（查理·卓别林饰）上台。他的大肆扩张导致战乱不断民不聊生。并且他大搞阴谋政策，煽动民众对犹太人的敌对与仇恨，让犹太人民陷入水深火热的灾难之中。被征入伍的犹太人理发师查理（查理·卓别林饰）更是在这样的高压政策下难逃一劫。当查理逃出边境时，被驻守在这里的军队误认为是独裁者辛格尔，他趁机做了一场“为自由而战斗”的大演说。该片是查理·卓别林的第一部有声片，摄于希特勒统治最为黑暗的时期，片中对他辛辣讽刺跟丑化比比皆是。本片荣获第13届（1941）奥斯卡最佳电影、最佳男主角...,,,,,,,,,,,,,
倾城之恋,244000,2877,14000,423,3973,剧情爱情战争小说改,暂无评分,评分人数不足,93,0,23,简介：上海富户白家的养女白流苏（缪骞人 饰）嫁给了一个纨绔败家仔。婚后不久，夫妻便闹翻，白流苏离了婚之后搬回娘家住。她随身携带的钱财被逐渐败落的白家在数年间耗尽，又处处受兄长奚落。为了挣脱日渐困窘的处境，流苏只得考虑再嫁。此时，白家好友徐太太正在为白家七妹宝络牵红线，对方是从英国留学归来的范柳原（周润发 饰）。柳原学成经商，个性风流倜傥、浪漫不羁。在与宝络相亲之日，范柳原却更钟情于白流苏，与她共舞整夜，完全忽略了宝络。白家认为流苏从中作梗，让宝络婚事无望，更加责怪于她。流苏与柳原二人互生倾慕，在香港再次重逢...,,,,,,,,,,,,,
女巡按,39000,220,1410,44,266,剧情,暂无评分,评分人数不足,94,0,2,简介：“娃娃影后”李菁代表作之一。“天空小说皇后”萧湘反串洛阳解元文必正倾慕天官府小姐霍定金 (李菁)。文竟卖身为奴混入霍家，巧合下二人相遇并互诉爱意，私定终身，以凤珠钗为定情信物。霍母迫使定金下嫁其内侄，定金不应允，并告知实情，然而霍母以死相迫。定金心想一计，假借府内失火，女扮男装离家出走。出走至城门幸得刘太师收为义子，官拜八府巡按；当时文被其母陷害入狱，下毒手欲杀之，定金得知设法营救……故事传奇曲折，而周蓝萍和陈蝶衣的黄梅调曲词动人，女角唱功甚佳，而布景亦辉煌华丽；《女巡按》一片票房横扫台湾东南亚，台前幕...,,,,,,,,,,,,,
武馆,57000,811,1695,200,563,剧情动作,暂无评分,评分人数不足,110,1,26,简介：舞狮在南方武馆非常流行，并自有其规矩，如果在舞狮中逾矩，则很容易引起武馆之间的争执。郑天寿武馆因舞狮遭到挑衅与陆正甫武馆结怨，另一武馆主黄麒英（谷峰 饰）与儿子黄飞鸿（刘家辉 饰）出面调停，却未起作用。黄飞鸿与郑氏武馆的王隐林（麦德罗 饰）互为好友，二人约定与第三方较量以便分出彼此武功高下，岂料王隐林之妹菊英（惠英红 饰）匆忙中造成误会，导致王隐林受伤，菊英又二话不说向洪飞鸿寻仇……这边的误会刚解除，陆正甫武馆的公子陆山豪用计将王隐林重伤，而陆正甫将之前打伤王隐林的精武门高手单雄（王龙威 饰）迎入武馆，图...,,,,,,,,,,,,,
疯猴,59000,292,1127,59,263,动作,暂无评分,评分人数不足,116,0,11,简介：陈百兄妹自小在戏班长大，走南闯北，练得一身好武功。陈百（刘家良 饰）为人豪爽、武功高强、当地街坊都对他十分敬仰，却因此成为当地恶霸段长远（罗烈 饰）的心头之患、欲除之而后快。段长远于是计上心头，利用陈百贪杯的个性，一次，趁他酒醉之际，污蔑他奸污了自己的妻子。可怜陈百以为自己真的酒后乱性、懊悔万分，甘愿被段长远关了起来。妹妹翠红（惠英红 饰）为了救出大哥，决定牺牲自己……,,,,,,,,,,,,,
双姝 第二季,10603000,136000,682000,17000,50000,剧情悬疑都市,9.7,2090,已完结, 全8集,7,446,简介：在新一季里，两人继续对彼此着迷。Villanelle在被Eve刺伤之后凭空消失，而Eve则完全不清楚被她捅伤的Villanelle是生还是死。如今两人都深陷麻烦，Eve必须在其他人之前找到Villanelle，但不幸的是，她不是唯一一位在搜寻Villanelle的人。与此同时，对Villanelle的痴迷搜寻在消耗着她整个人……,,,,,,,,,,,,
洪拳大师,58000,1163,907,102,3019,剧情动作,暂无评分,评分人数不足,85,0,4,简介：广东十虎之首铁桥三(狄龙饰)，乃民团总教练，时烟禁已开，鸦片公卖，官绅贩卒均以吸食鸦片为尚，而铁亦随俗吸食，功力渐受毒害不自知。烟馆主人荣峰(陈观泰饰)乘铁无复当年勇时，公然挑战；铁勉力应战，险象环生，幸得徒弟卢瓜四(麦德罗 饰)捨身相救，才不致丧命……,,,,,,,,,,,,,
