电影名字,播放数量,弹幕数量,追剧数量,投币数量,点赞数量,标签,分数,打分人数,影片时长(分钟),长评数量,短评数量,简介,,,,,,,,,,,,,
学徒 第一季,6527000,136000,273000,15000,71000,社会,9.4,701,已完结, 全14集,1,209,简介：“飞黄腾达”（原名为“the apprentice”，又名“学徒”）是一套美国NBC电视台播放的真人秀节目，节目是在一群壮志雄心的商界男士与商界女强人中，选拔一个年薪25万美元的人，成为美国著名地产大王Donald Trump的徒弟，为Trump集团效力的比赛。“飞黄腾达”第一季在2004年春季筹办，制作执行官是Mark Burnett（其代表作有著名真人秀游戏“幸存者”），Jay Bienstock，与地产界大王Donald Trump，其中Trump是节目的主持人。节目为Trump集团谋求了一个职位，为美国人实现美国梦的故事。,,,,,,,,,,,,
学徒 第二季,634000,53000,273000,591,3521,社会,暂无评分,评分人数不足,连载中,1,14,简介：现在美国最流行的一句话是什么？——你被解雇了！（Youarefired！）这句美国人最怕听到的话，现在是风靡全美的电视热门语。也许就是因为最怕听到，所以乐意在电视上看它发生在别人身上。其实就算美国人说话直接，公司解雇人也不会说“你被解雇了”，而是委婉的“我们很遗憾让你走”之类，但是说白了当然就是一个“你被解雇了”的意思。基本上在美国生活几乎人人都有被解雇或裁员或失去工作的经验，据说平均每人得摊上三次。所以，当CBS真实电视节目《幸存者》的构想者又想出一个以美国商业运作为主题的新真实电视节目的时候，这句直接了当的台...,,,,,,,,,,,,,
学徒 第三季,472000,41000,273000,390,2436,社会,暂无评分,评分人数不足,已完结, 全18集,0,12,简介：The Apprentice 学徒，又译飞黄腾达，是美国纽约知名房地产商Donald Trump当奴·杜林普策划和出演的真人秀节目，他每集均授予营商成功之道。该节目在美国电视公映后即大受欢迎，现在已经是第三年连续播放了。16位参赛者兵分两组每星期接受由街头卖柠檬汁直楼宇交易等各行各业的营商挑战；每次败方要互选淘汰组员，接受被裁的厄运，最后胜出者可获当奴旗下公司年薪高达25万美元的厚职一份。,,,,,,,,,,,,
学徒 第四季,260000,26000,273000,248,1959,社会,暂无评分,评分人数不足,已完结, 全13集,0,10,简介：美国广播公司(NBC)播出《学徒》(The Apprentice)节目，以对抗哥伦比亚广播公司(CBS)的热门节目《生还者》(Survivor)。据路透社报道，与《生还者》中节目参与者吞下令人作呕的虫子和猎取野生动物不同的是，《学徒》参与者将是十六名雄心勃勃、拥有高学位、已经小有成就的年轻人，这些人希望在特朗普的地产王国中得到一份年薪二十五万美元的工作。特朗普将这一竞争称为世界上最激烈的纽约街头生存术竞赛，他将在全国电视观众面前，辞掉其中的十五名参与者。,,,,,,,,,,,,
学徒 第五季,278000,29000,273000,213,1833,社会,暂无评分,评分人数不足,已完结, 全15集,0,7,简介：唐纳德·特朗普，纽约最大的房地产开发商，财运亨通、富甲一方。他凭借个人才智和实力，把“特朗普”变成了金字招牌。如今他希望招收学徒，把经营绝技传授他人。这一次，从100万人中精心挑选的18位候选人，将参与其职业生涯中最折磨人的面试。在接下来的15周里，他们将超越自己的极限，比想象中更努力地工作。他们被分为2组，每周执行一项任务，两队一决高下后，落败队中的一人必须打包回家，而最终赢家将成为特朗普名下一家公司的总经理。谁会拜将封侯？谁会铩羽而归？谁将成为特朗普的学徒？让我们拭目以待。,,,,,,,,,,,,
学徒 第六季,258000,22000,273000,221,1895,社会,暂无评分,评分人数不足,已完结, 全14集,0,8,简介：现任美国总统唐纳德·特朗普兼任《学徒》系列真人秀节目的监制和主持人。在第六季中，特朗普将举行为期14周的面试任务，目的是为他挑选出一位合适的人，成为他的企业接班人。面试者们分成两队，胜出队伍每周奖励丰厚，而失败队伍将会从中淘汰一名队员。最终胜出的人可以得到特朗普公司一份年薪25万美元，为期一年的合约。,,,,,,,,,,,,
名人学徒 第一季,658000,37000,273000,915,6280,社会,暂无评分,评分人数不足,已完结, 全13集,0,27,简介：《谁是接班人》，是美国的一个真人秀节目，2004年初于NBC频道播放。该节目是由Mark Burnett Productions及Trump Productions LLC共同制作。电视制作人马克·伯奈特与纽约地产大亨、后来成为美国总统的唐纳德·特朗普是这个节目的监制，特朗普亦曾是这个节目的主持人。,,,,,,,,,,,,
名人学徒 第二季,183000,11000,273000,186,1866,社会,暂无评分,评分人数不足,已完结, 全11集,0,6,简介：唐纳德·特朗普主持，一度风靡美国的真人秀电视节目“学徒”，更名为“名人学徒”再度来袭。这次的目标不再是争夺特朗普旗下公司的职位，而是为慈善事业筹集善款。在本季“名人学徒”中，海斯曼奖杯获得者赫歇尔·沃克、喜剧演员安德鲁·戴斯·克莱、艺术家布赖恩·麦克奈特、喜剧演员和电视主持汤姆·格林、坏男孩丹尼斯·罗德曼等16位名人纷纷前来，他们整装待发，利用名气、才智为支持的慈善机构奋力拼搏。每次比赛中都有人会被开除，以慈善之名，谁将在如此激烈的竞争中存活至最后一刻，谁会是最后赢家，就让我们拭目以待吧。,,,,,,,,,,,,
名人学徒 第三季,138000,7549,273000,167,1610,社会,暂无评分,评分人数不足,已完结, 全11集,0,5,简介：唐纳德·特朗普主持，一度风靡美国的真人秀电视节目“学徒”，更名为“名人学徒”再度来袭。这次的目标不再是争夺特朗普旗下公司的职位，而是为慈善事业筹集善款。在本季“名人学徒”中，摇滚乐队“毒药”主唱布雷特·迈克尔斯、棒球明星达尔·史卓贝瑞、格莱美得奖歌手辛蒂·露波、“美国达人秀”评委莎朗·奥斯彭等14位名人纷纷前来，他们整装待发，利用名气、才智为支持的慈善机构奋力拼搏。每次比赛中都有人会被开除，以慈善之名，谁将在如此激烈的竞争中存活至最后一刻，谁会是最后赢家，就让我们拭目以待吧。,,,,,,,,,,,,
名人学徒 第四季,106000,8948,273000,150,1774,社会,暂无评分,评分人数不足,已完结, 全12集,0,3,简介：此次参赛选手有摇滚明星、说唱歌手、企业家、模特、演员等各行各业的精英。此季的参赛团队分别是男子团队组成的骨干队与女子团队组成的有识之士队，他们将面临着各种艰难的任务，利用自己的商业触觉与卓越的领导能力完成唐纳德·特朗普交予的任务，最后由担任顾问的特朗普的女儿伊万卡与两个儿子小唐纳德和埃里克进行评判，失败队伍中会有一位成员被解雇。在这季任务中，骨干队遭遇人手不足、队员纠纷等问题，有识之士队团队内部发生了激烈的冲突，最后四人成功冲入四强，经过重重考核后，剩下的两位选手将再次一决高下，成为最后的“名人”。,,,,,,,,,,,,
名人学徒 第五季,154000,11000,273000,466,2132,社会,暂无评分,评分人数不足,已完结, 全14集,0,3,简介：唐纳德·特朗普主持，一度风靡美国的真人秀电视节目“学徒”，更名为“名人学徒”再度来袭。这次的目标不再是争夺特朗普旗下公司的职位，而是为慈善事业筹集善款。在本季“名人学徒”中，队伍壮大了，18位名人纷纷前来，魔术大师、拉斯维加斯超级巨星佩恩·吉列特，流行偶像黛比·吉布森，喜剧演员、网络先驱 亚当·卡罗拉…他们整装待发，利用名气、才智为支持的慈善机构奋力拼搏。每次比赛中都有人会被开除，以慈善之名，谁将在如此激烈的竞争中存活至最后一刻，谁会是最后赢家，就让我们拭目以待吧。,,,,,,,,,,,,
名人学徒 第六季,127000,8293,273000,261,1920,社会,暂无评分,评分人数不足,已完结, 全12集,0,4,简介：唐纳德·特朗普携新一季“名人学徒”闪耀回归，本季选手是豪华的全明星阵容，他们将为了慈善共同奋斗。选手们要在整个赛季中为他们的慈善机构筹够一百万美元，最终获胜的选手不光能得到首届全明星“名人学徒”桂冠，而且将为自己选定的慈善机构过得超大额善款。 十四位选手将在生意场上大展拳脚，利用自身敏锐的商业嗅觉，为最终目标奋斗。所有的挑战都由选手独立完成，不能像之前的节目中依靠其经纪人、私人助理等人协助，一些任务允许选手利用自身的名誉来帮助自己完成任务。,,,,,,,,,,,,
名人学徒 第七季,272000,7340,273000,243,2655,社会,暂无评分,评分人数不足,已完结, 全14集,0,13,简介：即将在ＮＢＣ电视台1月10日（周四晚9点档）首播的真人秀《名人学徒》（The Celebrity Apprentice）是在纽约地产大亨唐纳德?特朗普的招聘真人秀节目《学徒》的第七季。参加名人版《学徒》的选手有演员、摇滚歌星、体育冠军等等，他们在地产大亨唐纳德? 特朗普的监督下完成商业任务。参赛规则与前六季保持一致，每周将以小组的形式执行不同的任务，落败的一方将有选手被淘汰。只不过，参赛者不再是为了争抢到一份工作，而是通过比赛为慈善机构筹集超过100万的善款。14个知名人士将参加比赛，在纽约市利用其知名度完成一些商业任务。随着任务的...,,,,,,,,,,,,
致富之道 第一季,3399000,5909,71000,2411,9735,社会,暂无评分,评分人数不足,已完结, 全6集,0,20,简介：《致富之道》系列纪录片由喜剧名嘴凯瑟琳·赖恩主持。她前往世界各地，寻找当地最有钱的人，带我们了解他们的个人背景、行业性质、奋斗历程、和致富之道。不论是看起来轻浮的花花公子，还是当下技术最娴熟的整容医生，又或是白手起家的商人，他们的经历迥异，但却有一个共同点，就是为了梦想不愿放弃的精神。在这些百万富翁之中，许多人都认为钱不是最重要的，梦想才是。而他们之所以能变得富有，是因为对梦想坚持不懈才赢来的奖励。在当下浮躁的社会环境里，我们也需要像这样“淡泊名利”，为梦想而战，这样才算活得精彩。,,,,,,,,,,,,
叛舰喋血新传 第一季,103000,65,1580,112,1540,人文,暂无评分,评分人数不足,已完结, 全5集,0,0,简介：1789年，邦蒂号奉命从英国前往南太平洋的大溪地，采集面包果树苗。大副因不满威廉·布莱船长的恶魔作风，带领全舰进行叛变，把船长流放。布莱船长和18个忠于他的船员被抛弃在海上，连地图也没有；只有150磅饼干，20磅腌肉和120升水。他们还有一个指南针和慷慨号的航海日志。在只有这些食物和设备的情况下，他们乘的救生艇在海上漂泊了4000英里后，终于于1789年6月14日抵达东印度群岛的帝汶岛。现今九名陌生人准备重走布莱船长一行人的航线，去挑战历史，挑战极限，他们能否完成这4000英里的航程？,,,,,,,,,,,,
铁窗生涯 世界上最恶劣的监狱,5718000,30000,58000,4116,16000,社会,9.3,155,已完结, 全6集,0,35,简介：以六个监狱为背景，讲述监狱背后的故事。,,,,,,,,,,,,
恶魔知道 以科学之名,250000,5055,5864,1364,1724,科技人文社会,暂无评分,评分人数不足,已完结, 全6集,0,6,简介：要制作世界上最邪恶的科学电视节目你需要什么呢？首先是一个愿意亲自尝试各种恶心实验的主持人，其次需要一大堆确凿的事实来解释疯狂现象背后的原因。寻血猎犬乐队的摇滚明星兼贝斯手，恶魔贾里德·哈塞尔霍夫将以科学的名义执行任务，从睡眠剥夺和吃辛辣食物到逃离猎犬，恶魔将亲身进行科学实验，解释背后的事实，为我们带来一部包含许多邪恶知识的趣味横生的娱乐节目。,,,,,,,,,,,,
