电影名字,播放数量,弹幕数量,追剧数量,投币数量,点赞数量,标签,分数,打分人数,影片时长(分钟),长评数量,短评数量,简介,
电影名字,播放数量,弹幕数量,追剧数量,投币数量,点赞数量,标签,分数,打分人数,影片时长(分钟),长评数量,短评数量,简介,
高中锋，矮教练,13000,32,176,11,2097,剧情喜剧,暂无评分,评分人数不足,89,0,0,简介：某县体委有个姓高的矮个子篮球教练，此人爱球又爱才，为这，在"文革"中他可没少吃苦头。但他"本性难移"，就是在"四人帮"最猖獗的1974年，他也没有忘记要为篮球队寻找一名高个子中锋。这年夏天，他在县城的集市上发现了一个身高两米的巨人，如获至宝，穷追不舍，硬是把这个青年巨人王小山带到自己家中。他有一个勤劳、贤惠的妻子和三个挨肩的儿子。受他的影响，儿子们个个都是体育爱好者，在家里也是折跟头打把式地没个消停。妻子尽其所能热情款待王小山，小伙子一个又一个地也不知吃了几个玉米面窝窝。在一旁笑眯眯地看着他的高教练真不知道有...,
钟声 ,18000,14,459,22,2211,剧情,暂无评分,评分人数不足,,0,0,简介：打倒“四人帮”后的第二个春天，某市虹光气轮电机厂是个在十年动乱中受到严重破坏濒临瘫痪的企业，无人意当厂长去整顿那个烂摊子。共产党员乔光朴在那个电机厂蹲过牛棚、挨过批斗、受过屈辱，他挺身而出，去虹光电机厂再当厂长。电机厂前党委书记石敢被乔光朴的革命热情打动，和老乔并肩战斗。“工业战线上的政治导演”冀申妄图搞垮电机厂，与乔厂长作对。乔光朴面对困难毫不退缩，整顿劳动纪律、恢复管理秩序。经过一年的大力整顿，终于使电机厂起死回生，成了工业战线上整顿改革的先进单位。,
安丽小姐,10000,4,164,6,1871,剧情,暂无评分,评分人数不足,93,0,0,简介：在香港的一个大公司里，正在进行着一项非法交易：港商欧路易用一箱港币从环球科技中心总经理冯国江和中换得了中方一张进口8000台监视器的批文。身为高干子弟的冯国江干此勾当早已是轻车熟路了。然而，在这条严密的官倒链条上，有一个小小的环节出了毛病：承办进口的深光公司经理、欧路易的表弟唐辉，在跟女秘书小兰调情时被她的丈夫魏勤抓住了。小魏一怒之下到经济犯罪举报中心告发了唐辉。工作人员林亦平从他提供的蛛丝马迹中感到这很可能是一起特大官倒案。夜晚，欧路易的中方代理人安丽小姐设宴为冯国江接风，可她万万没想到，此人竟是8年前...,
哪吒,32000,27,383,47,2779,剧情动作奇幻,暂无评分,评分人数不足,108,0,4,简介：河北梆子殷商纣王无道。 东海恶龙乘机到人间作乱。太乙真人派弟子灵珠子下凡人间，降世为李靖之子，太乙真人授予法宝，并为其取名哪吒，命其为民除害。龙王寿辰，龙子到人间劫夺童子，哪吒将龙子打死。龙王来找李靖索子偿命，李靖怕伤及百姓，只好命哪吒交出法宝。龙王不许，水淹陈塘关，哪吒为大局着想，自刎以退凶龙。太乙真人心疼爱徒，给其莲花之身，助周伐纣。百姓感谢哪吒救命之恩，兴修庙堂。龙王得知哪吒未死，又来报仇，哪吒孤身闹海，伏水族，降恶龙，终为百姓争来风调雨顺，天下太平。,
胡丽叶塔,318000,41,20000,74,3009,剧情爱情悬疑,暂无评分,评分人数不足,99,0,1,简介：胡丽叶塔（阿德丽安娜·尤加特 Adriana Ugarte 饰）和苏安（丹尼尔·格劳 Dani Grao 饰）相识于一列疾行的火车之上，之后两人相爱，结婚，生下了可爱的女儿安蒂亚（布兰卡·帕雷斯 Blanca Parés 饰），一家三口生活在幸福美满之中。某日，胡丽叶塔和苏安发生了争执，苏安一怒之下扬帆出海，却遭遇了风暴丧生海底，绝望的胡丽叶塔患上了抑郁症。安蒂亚和好友碧亚（米歇尔·珍娜 Michelle Jenner 饰）共同照顾着魂不守舍的胡丽叶塔，一晃眼就是很多年过去，虽然胡丽叶塔的病情渐渐好转，但她对女儿的依恋和依赖却越来越深。在十八岁生日那天，安蒂亚...,
约定的梦幻岛,20000,2,1297,14,305,剧情,暂无评分,评分人数不足,,0,1,简介：超人气漫画<约定的梦幻岛>将拍摄真人电影，浜边美波主演，出演了<小偷家族>的城桧吏，板垣李光人共演。平山雄一朗导演执导本片，2020年冬季公映。,
晨曦将至,38000,35,2225,58,2458,剧情,暂无评分,评分人数不足,139,0,2,简介：栗原佐都子（永作博美 饰）与丈夫清和（井浦新 饰）结婚多年，夫妻两人之间的感情一直十分的美满，这段婚姻唯一的遗憾，就是两人无法拥有一个属于他们的爱情结晶。通过特别收养制度，佐都子和清和收养了一个名叫朝斗（佐藤令望 饰）的孩子，朝斗的存在圆了佐都子和清和的梦，让这一家人更加紧密的联结在了一起。一晃眼六年过去，这六年里，栗原一家人生活在平静和幸福之中，佐都子和清和将他们全部的爱都倾注在了朝斗的身上，朝斗也无惊无险的顺利成长。某一日，一通意料之外的电话打破了栗原家的平静，来电的女人自称是朝斗的亲生母亲片仓光（...,
痴情女子,16000,11,270,16,2245,剧情,暂无评分,评分人数不足,86,0,3,简介：小提琴手林宽到国外后，想得到一位老妇的遗产，制造了车祸身亡的谎言，又潜回国内谋杀他痴情的妻子丁珊。老妇的儿子肖桐为揭穿这场骗局和制止这起谋杀也来到国内，他与林宽展开了一场你死我活的尖锐的斗争。,
寒夜,15000,30,736,23,2280,剧情,暂无评分,评分人数不足,99,0,0,简介：抗日战争后期，陪都重庆。崇尚自由的汪文宣（许还山 饰）不顾家人反对，和同学曾树生（潘虹 饰）恋爱同居。走入社会后才发现理想与现实有天壤之别，最终落魄成忍辱偷安的小职员。妻子树生不安于穷困潦倒的生活，凭姿色谋得银行“花瓶”工作贴补家用。汪母（林默予 饰）非常看不惯树生的作派，常常以“没有正式结婚”为由数落她。银行优厚的薪酬使树生不想再回到贫困的家庭，最终，她和银行年轻的上司陈主任（高飞 饰）外迁兰州。身处异地的树生时刻想念重庆的丈夫和儿子，抗战胜利后，她从兰州回到重庆，却不想文宣已于数日前死于贫病交加........,
别墅灾星,14000,5,296,12,2297,犯罪,暂无评分,评分人数不足,60,0,0,简介：日籍华人安纪德在东京继承了其父——著名实业家安鑫培的巨额遗产后，与女儿安宁先后返回中国，准备在大陆投资。父女二人与安纪德的私生子安大川一起定居在一幢庭院式的别墅里。这天，安大川刚刚走出“安宁时装公司”的电梯，便迎面遭到两个蒙面人的袭击，安大川奋力拼搏，蒙面人伺机逃遁。负了伤的安大川回到r别墅，却又在安纪德的私人保镖诸葛再明的卧室里再次撞见一个蒙面人。少顷，蒙面人笑着摘下了面罩，原来是诸葛的女友杜小丘，她告诉火川自己在和他开玩笑。是夜，安大川在雷鸣电闪中被杀，尸体上赫然放着一束泰国兰花。业已退休的刑警队...,
兔子乖乖,188000,58,473,78,242,短片,暂无评分,评分人数不足,27,0,1,简介：疫情下，温丹与女儿李伊洁各有烦恼，从事会计工作的温丹面对公司裁员，工作压力增大，又因为长期忙于工作，与女儿关系疏远;青春期的李伊洁对于自己的感情与生活感到迷茫，而这个家庭因为一些变故而悄悄改变。,
冬去春来,18000,--,296,23,85,短片,暂无评分,评分人数不足,6,0,1,简介：也许人的一生都在期待着一场和自我的和解。 影片中建国在弥留之际依旧怀念着当年早逝于战场的爱民，于是通过一场梦境完成了他遗留的愿望。最终在寒冬已然消逝的冰冷中，他卸下了包袱，带着释怀随着这温暖春意离开了人世。,
酿,3328,1,43,5,11,短片,暂无评分,评分人数不足,28,0,1,简介：在一个潮汕和客家的复合家庭里长大的女人阿惠，外嫁后回乡看望阿尔兹海默症的父亲。回到乡里，是否接走父亲去城市照顾的问题成了阿惠和大哥最大的矛盾和隔阂。再次品尝到家乡味道酿豆腐的时候，阿惠思绪万千， 对家乡的留恋之情倾泻而出。,
二十乘二,30000,11,45,2,31,短片,暂无评分,评分人数不足,23,0,1,简介：生活上受挫的中年男人老王消失了，他的好友与妻子发现老王一个月前买的彩票中奖了，当天晚上彩票就将过期，于是两人四处寻找老王，寻找途中发生各种意外，就在这时，消失的老王突然出现。,
一个关于妈妈初恋的秘密,150000,222,4191,531,2093,短片,暂无评分,评分人数不足,12,0,12,简介：女儿的记忆中父母关系总是不太好，一天她偶然得知了关于母亲初恋的秘密后，竟然为母亲的爱情感到一丝惋惜……但当破碎的记忆被拼凑完整，故事由主人公自己讲述后，那竟是另一个纯粹质朴的爱情故事了。可能，女儿的记忆也没有出错，那些磕磕绊绊，就是父母真实的成长过程和爱情线吧。,
忽日格,65000,165,1076,90,366,短片,暂无评分,评分人数不足,18,1,3,简介：一日，王秀娥捡到一只收羊车掉下来的“羊羔”，然而她却发现了它和张德民的关系，她陷入灵魂的挣扎……短片融汇客观真实与主观真实，构建超现实的多义性；人性在时间、生死与虚无中寻求救赎与内心的平静。,
女活佛,40000,47,710,43,3010,剧情,暂无评分,评分人数不足,143,0,0,简介：丹宁寺大经堂内外聚集着数以千计的喇嘛、达官贵人和虔诚的信徒，他们都在恭候女活佛吉尊桑姆坐床大典的来临。铜钟敲响了，大经师点燃桑祭神的圣火，把佛冠庄重地戴在女活佛的头上，人们虔诚地葡伏在地上。忽然，管家朗杰跑来通知大经师，世界屋脊发生了一件大事件，年迈的大经师晕倒在地。夜晚，女活佛为大经师跳神驱鬼。贵族岗穹赛来到丹宁寺，把上司写给女活佛的信递了上去，等着护送她出国。管家极力怂恿女活佛出国，认为唯此才能保住噶举派的衣钵。女活佛开始准备行装。这时，她又收到中共琼卡分工委来的信，信中真诚地劝她留在国内，不要...,
紫禁城奇恋,23000,6,591,15,2210,剧情悬疑,暂无评分,评分人数不足,80,0,1,简介：19世纪末叶，北京城内一豪华住宅，帝国公使夫人安娜正与英使翻译查尔斯幽会。查尔斯得知安娜即将随夫回国，要她一同私奔，远赴英伦。这时，房东来报，帝国公使馆武官别里科夫前来捉奸，已进院落。二人从后门逃走，别里科夫穷追不舍。一伙乞丐卖艺求赏，阻止了武官，等他再追时，发现二人已经不见。安娜得一位中国公子哥儿相救进入王府，却发现公子哥儿原来是一个美貌少女。她刚准备回公使馆，适逢王爷归来，原来王爷就是混迹于丐帮的黑衣神人，他惊艳于安娜的美貌。别里科夫以安娜幽会时遗失的宝石坠儿相要挟，查尔斯剑下受辱。在帝国公使阿尔...,
海囚（上）,14000,11,324,18,2399,剧情历史,暂无评分,评分人数不足,136,0,0,简介： 鸦片战争后，西方列强用枪炮打开了中国的门户，肆无忌惮地用各种手段对中国进行残酷的掠夺。尽管世界上贩卖黑奴的活动已逐步衰退，但是贩卖华工这一罪恶行径，却在中国东南沿海兴盛起来。英国驻厦门的领事查理士，接到威廉爵士的一封密信，要他从中国运送500名华工到澳洲去开掘金矿……,
海囚（下）,11000,2,324,22,2123,剧情历史,暂无评分,评分人数不足,136,0,0,简介： 鸦片战争后，西方列强用枪炮打开了中国的门户，肆无忌惮地用各种手段对中国进行残酷的掠夺。尽管世界上贩卖黑奴的活动已逐步衰退，但是贩卖华工这一罪恶行径，却在中国东南沿海兴盛起来。英国驻厦门的领事查理士，接到威廉爵士的一封密信，要他从中国运送500名华工到澳洲去开掘金矿……,
大海在呼唤,14000,18,254,23,2309,剧情,暂无评分,评分人数不足,92,0,1,简介： 70年代末，老灯手巴勃罗、老华侨金根，带着妻女悼念他们的亲人、中国籍海员陈宏志和斯里兰卡籍海员那雅克。十年动乱后，陈海威来到“上海号”，驶航东南亚。在香港，陈海威和叔父陈宏业回忆30年前，外国海员巴勃罗和那雅克支持中国海员的正义斗争。“上海号”航至鲨鱼岛海域时，灯塔发生故障。医生李琪发现老灯手病情严重，将他运回大船。陈船长发现他就是老友巴勃罗，他们终于重逢。青年水手吴明跃为修灯塔而献身，他的墓碑与陈宏志、那雅克的墓碑并列一起，成为国际海员友谊的象征。,
